,acousticness,album_uri,analysis_url,artist,available_markets,danceability,disc_number,duration_ms_x,duration_ms_y,energy,explicit,href,id,instrumentalness,is_local,key,liveness,loudness,mode,name,popularity,preview_url,release_date,speechiness,tempo,time_signature,track_number,uri,valence
74,0.00263,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/4lIxdJw6W3Fg4vUIYCB0S5,Taylor Swift,"['CA', 'US']",0.592,1,231000,231000,0.789,False,https://api.spotify.com/v1/tracks/4lIxdJw6W3Fg4vUIYCB0S5,4lIxdJw6W3Fg4vUIYCB0S5,0.00103,False,7,0.125,-5.493,1,Style,64,,2014-10-27,0.0382,94.999,4,3,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,0.489
75,0.00107,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/5OndtwLGA9O6XHFcGm2H7r,Taylor Swift,"['CA', 'US']",0.557,1,235800,235800,0.828,False,https://api.spotify.com/v1/tracks/5OndtwLGA9O6XHFcGm2H7r,5OndtwLGA9O6XHFcGm2H7r,1.48e-05,False,7,0.34,-6.848,1,Out Of The Woods,61,,2014-10-27,0.0388,92.002,4,4,spotify:track:5OndtwLGA9O6XHFcGm2H7r,0.307
76,0.00216,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/0dAb8TY433dl3ZfXYCLE19,Taylor Swift,"['CA', 'US']",0.604,1,193293,193293,0.727,False,https://api.spotify.com/v1/tracks/0dAb8TY433dl3ZfXYCLE19,0dAb8TY433dl3ZfXYCLE19,4.02e-05,False,5,0.11,-5.725,1,All You Had To Do Was Stay,60,,2014-10-27,0.0355,97.035,4,5,spotify:track:0dAb8TY433dl3ZfXYCLE19,0.507
77,0.0577,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,Taylor Swift,"['CA', 'US']",0.653,1,219200,219200,0.799,False,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,5xTtaWoae3wi06K5WfVUUH,0.0,False,7,0.221,-5.359,1,Shake It Off,72,,2014-10-27,0.163,160.017,4,6,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.945
78,0.0164,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/3wmN11qXGL0HyPojvEE1D9,Taylor Swift,"['CA', 'US']",0.651,1,207440,207440,0.889,False,https://api.spotify.com/v1/tracks/3wmN11qXGL0HyPojvEE1D9,3wmN11qXGL0HyPojvEE1D9,7.57e-05,False,0,0.114,-5.944,1,I Wish You Would,55,,2014-10-27,0.0534,118.012,4,7,spotify:track:3wmN11qXGL0HyPojvEE1D9,0.501
79,0.0795,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,Taylor Swift,"['CA', 'US']",0.65,1,211933,211933,0.793,False,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,273dCMFseLcVsoSWx59IoE,1.3e-05,False,7,0.168,-6.083,1,Bad Blood,69,,2014-10-27,0.185,170.101,4,8,spotify:track:273dCMFseLcVsoSWx59IoE,0.29
80,0.0612,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,Taylor Swift,"['CA', 'US']",0.556,1,220440,220440,0.688,False,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,59HjlYCeBsxdI0fcm3zglw,0.00256,False,8,0.112,-7.328,1,Wildest Dreams,71,,2014-10-27,0.0856,140.011,4,9,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.459
81,0.00421,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/4dYUOfmWna6DFccnz732n8,Taylor Swift,"['CA', 'US']",0.614,1,247533,247533,0.659,False,https://api.spotify.com/v1/tracks/4dYUOfmWna6DFccnz732n8,4dYUOfmWna6DFccnz732n8,0.0077,False,5,0.0796,-6.092,1,How You Get The Girl,56,,2014-10-27,0.0717,119.931,4,10,spotify:track:4dYUOfmWna6DFccnz732n8,0.472
82,0.667,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/3oKMl2tJv4fdidkXUYMI5x,Taylor Swift,"['CA', 'US']",0.294,1,250093,250093,0.444,False,https://api.spotify.com/v1/tracks/3oKMl2tJv4fdidkXUYMI5x,3oKMl2tJv4fdidkXUYMI5x,0.0,False,4,0.101,-8.818,1,This Love,54,,2014-10-27,0.0415,71.382,4,11,spotify:track:3oKMl2tJv4fdidkXUYMI5x,0.102
83,0.223,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/3jBMHD19RZdAqG9iFQh7xc,Taylor Swift,"['CA', 'US']",0.609,1,195706,195707,0.771,False,https://api.spotify.com/v1/tracks/3jBMHD19RZdAqG9iFQh7xc,3jBMHD19RZdAqG9iFQh7xc,0.0,False,0,0.138,-4.956,1,I Know Places,54,,2014-10-27,0.0572,159.982,4,12,spotify:track:3jBMHD19RZdAqG9iFQh7xc,0.554
84,0.243,spotify:album:2QJmrSgbdM35R67eoGQo4j,https://api.spotify.com/v1/audio-analysis/06WgOCf0LV2h4keYXDRnuh,Taylor Swift,"['CA', 'US']",0.806,1,271000,271000,0.385,False,https://api.spotify.com/v1/tracks/06WgOCf0LV2h4keYXDRnuh,06WgOCf0LV2h4keYXDRnuh,0.0,False,4,0.111,-7.797,1,Clean,54,,2014-10-27,0.0353,103.982,4,13,spotify:track:06WgOCf0LV2h4keYXDRnuh,0.224
85,0.0547,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/0rhRk7sR53vsC8Tz74HaTP,Taylor Swift,['CA'],0.822,1,210453,210453,0.666,False,https://api.spotify.com/v1/tracks/0rhRk7sR53vsC8Tz74HaTP,0rhRk7sR53vsC8Tz74HaTP,0.305,False,7,0.362,-5.831,1,Welcome To New York - Karaoke Version,11,,2014-10-27,0.0459,117.012,4,1,spotify:track:0rhRk7sR53vsC8Tz74HaTP,0.388
86,0.0492,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/3uN69pViz54hEDqfvRiJQu,Taylor Swift,['CA'],0.608,1,228826,228827,0.706,False,https://api.spotify.com/v1/tracks/3uN69pViz54hEDqfvRiJQu,3uN69pViz54hEDqfvRiJQu,0.00714,False,5,0.1,-4.594,1,Blank Space - Karaoke Version,11,,2014-10-27,0.0554,191.935,4,2,spotify:track:3uN69pViz54hEDqfvRiJQu,0.537
87,0.000691,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/1IssXb7X7PkKJGB5OG5MWQ,Taylor Swift,['CA'],0.567,1,230533,230533,0.855,False,https://api.spotify.com/v1/tracks/1IssXb7X7PkKJGB5OG5MWQ,1IssXb7X7PkKJGB5OG5MWQ,0.884,False,2,0.102,-5.659,1,Style - Karaoke Version,10,,2014-10-27,0.0306,95.003,4,3,spotify:track:1IssXb7X7PkKJGB5OG5MWQ,0.466
88,2.48e-05,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/0aPYUraliYu9tQP0y9hPLq,Taylor Swift,['CA'],0.468,1,233826,233827,0.923,False,https://api.spotify.com/v1/tracks/0aPYUraliYu9tQP0y9hPLq,0aPYUraliYu9tQP0y9hPLq,0.835,False,7,0.43,-6.137,1,Out Of The Woods - Karaoke Version,9,,2014-10-27,0.0419,92.007,4,4,spotify:track:0aPYUraliYu9tQP0y9hPLq,0.0665
89,0.000217,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/3I9lMCwrct7XKVj0vhKrLT,Taylor Swift,['CA'],0.627,1,191813,191813,0.728,False,https://api.spotify.com/v1/tracks/3I9lMCwrct7XKVj0vhKrLT,3I9lMCwrct7XKVj0vhKrLT,0.0193,False,5,0.251,-5.991,1,All You Had To Do Was Stay - Karaoke Version,8,,2014-10-27,0.0347,96.972,4,5,spotify:track:3I9lMCwrct7XKVj0vhKrLT,0.59
90,0.00184,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/0WSZPB64SYLydGihajAlxa,Taylor Swift,['CA'],0.702,1,217800,217800,0.827,False,https://api.spotify.com/v1/tracks/0WSZPB64SYLydGihajAlxa,0WSZPB64SYLydGihajAlxa,0.877,False,7,0.546,-5.712,1,Shake It Off - Karaoke Version,9,,2014-10-27,0.0994,160.036,4,6,spotify:track:0WSZPB64SYLydGihajAlxa,0.813
91,0.000726,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/4ca3Jxk5fc34aJ9EnDIIZB,Taylor Swift,['CA'],0.598,1,205133,205133,0.94,False,https://api.spotify.com/v1/tracks/4ca3Jxk5fc34aJ9EnDIIZB,4ca3Jxk5fc34aJ9EnDIIZB,0.446,False,0,0.214,-5.762,1,I Wish You Would - Karaoke Version,7,,2014-10-27,0.0437,117.967,4,7,spotify:track:4ca3Jxk5fc34aJ9EnDIIZB,0.25
92,0.0339,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/24qmtM43HOusHVdaN4ANTa,Taylor Swift,['CA'],0.666,1,210080,210080,0.846,False,https://api.spotify.com/v1/tracks/24qmtM43HOusHVdaN4ANTa,24qmtM43HOusHVdaN4ANTa,0.00293,False,7,0.209,-6.392,1,Bad Blood - Karaoke Version,9,,2014-10-27,0.0841,169.986,4,8,spotify:track:24qmtM43HOusHVdaN4ANTa,0.208
93,0.0855,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/2DheyZ8qsTEKch3QZXV8ur,Taylor Swift,['CA'],0.542,1,218920,218920,0.597,False,https://api.spotify.com/v1/tracks/2DheyZ8qsTEKch3QZXV8ur,2DheyZ8qsTEKch3QZXV8ur,0.856,False,8,0.131,-10.115,1,Wildest Dreams - Karaoke Version,8,,2014-10-27,0.036,140.062,4,9,spotify:track:2DheyZ8qsTEKch3QZXV8ur,0.387
94,0.000223,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/4SPOnEOhDz39zIJgM1b0Pd,Taylor Swift,['CA'],0.749,1,245653,245653,0.642,False,https://api.spotify.com/v1/tracks/4SPOnEOhDz39zIJgM1b0Pd,4SPOnEOhDz39zIJgM1b0Pd,0.835,False,5,0.0831,-6.69,1,How You Get The Girl - Karaoke Version,7,,2014-10-27,0.0444,119.992,4,10,spotify:track:4SPOnEOhDz39zIJgM1b0Pd,0.471
95,0.715,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/64KkJ3c8Qi67Qye3nriPTL,Taylor Swift,['CA'],0.482,1,247386,247387,0.398,False,https://api.spotify.com/v1/tracks/64KkJ3c8Qi67Qye3nriPTL,64KkJ3c8Qi67Qye3nriPTL,0.868,False,4,0.0857,-9.816,1,This Love - Karaoke Version,8,,2014-10-27,0.0291,144.067,4,11,spotify:track:64KkJ3c8Qi67Qye3nriPTL,0.0684
96,0.0115,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/2pc2WeZCbWSXWU3cCvtjH5,Taylor Swift,['CA'],0.625,1,194040,194040,0.743,False,https://api.spotify.com/v1/tracks/2pc2WeZCbWSXWU3cCvtjH5,2pc2WeZCbWSXWU3cCvtjH5,0.00941,False,0,0.565,-6.186,1,I Know Places - Karaoke Version,7,,2014-10-27,0.0587,160.054,4,12,spotify:track:2pc2WeZCbWSXWU3cCvtjH5,0.459
97,0.295,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/5o2BsBBQwKl6LT9SAaoYOR,Taylor Swift,['CA'],0.859,1,269440,269440,0.374,False,https://api.spotify.com/v1/tracks/5o2BsBBQwKl6LT9SAaoYOR,5o2BsBBQwKl6LT9SAaoYOR,0.851,False,4,0.109,-9.602,1,Clean - Karaoke Version,7,,2014-10-27,0.039,103.992,4,13,spotify:track:5o2BsBBQwKl6LT9SAaoYOR,0.357
98,0.0055,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/7H2vHLwAN5zhx4OGnDiFjP,Taylor Swift,['CA'],0.449,1,243133,243133,0.545,False,https://api.spotify.com/v1/tracks/7H2vHLwAN5zhx4OGnDiFjP,7H2vHLwAN5zhx4OGnDiFjP,0.446,False,3,0.13,-6.829,1,Wonderland - Karaoke Version,8,,2014-10-27,0.0294,184.174,4,14,spotify:track:7H2vHLwAN5zhx4OGnDiFjP,0.0684
99,0.805,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/0RJ1OO4hgDFL55zo0SSdhc,Taylor Swift,['CA'],0.42,1,266186,266187,0.447,False,https://api.spotify.com/v1/tracks/0RJ1OO4hgDFL55zo0SSdhc,0RJ1OO4hgDFL55zo0SSdhc,0.641,False,2,0.103,-12.228,1,You Are In Love - Karaoke Version,8,,2014-10-27,0.0401,169.969,4,15,spotify:track:0RJ1OO4hgDFL55zo0SSdhc,0.238
100,0.00063,spotify:album:0L3oaZUj3loxosjvugCLGG,https://api.spotify.com/v1/audio-analysis/2kvrswUzsDxKaLaQ5N2nNv,Taylor Swift,['CA'],0.619,1,230013,230013,0.944,False,https://api.spotify.com/v1/tracks/2kvrswUzsDxKaLaQ5N2nNv,2kvrswUzsDxKaLaQ5N2nNv,0.332,False,5,0.135,-4.918,1,New Romantics - Karaoke Version,7,,2014-10-27,0.0493,121.983,4,16,spotify:track:2kvrswUzsDxKaLaQ5N2nNv,0.565
101,0.0471,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/3BKZnkcK0EmqPVvr1P6Osa,Taylor Swift,['JP'],0.823,1,209388,209389,0.635,False,https://api.spotify.com/v1/tracks/3BKZnkcK0EmqPVvr1P6Osa,3BKZnkcK0EmqPVvr1P6Osa,0.188,False,7,0.348,-6.293,1,Welcome To New York - Karaoke Version,4,,2014-10-27,0.0465,116.989,4,1,spotify:track:3BKZnkcK0EmqPVvr1P6Osa,0.36
102,0.0381,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/4DQ72GpY7Qts8U2mfONe3t,Taylor Swift,['JP'],0.605,1,228598,228598,0.69,False,https://api.spotify.com/v1/tracks/4DQ72GpY7Qts8U2mfONe3t,4DQ72GpY7Qts8U2mfONe3t,0.00943,False,5,0.113,-4.914,1,Blank Space - Karaoke Version,4,,2014-10-27,0.0522,191.998,4,2,spotify:track:4DQ72GpY7Qts8U2mfONe3t,0.593
103,0.000585,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/7FDeVWKcnZr7l1uWRofQXH,Taylor Swift,['JP'],0.57,1,230303,230303,0.841,False,https://api.spotify.com/v1/tracks/7FDeVWKcnZr7l1uWRofQXH,7FDeVWKcnZr7l1uWRofQXH,0.821,False,2,0.104,-6.12,1,Style - Karaoke Version,3,,2014-10-27,0.0312,94.996,4,3,spotify:track:7FDeVWKcnZr7l1uWRofQXH,0.468
104,2.71e-05,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/4IHxBRrxgyWOruVXPjO1CK,Taylor Swift,['JP'],0.49,1,233608,233608,0.924,False,https://api.spotify.com/v1/tracks/4IHxBRrxgyWOruVXPjO1CK,4IHxBRrxgyWOruVXPjO1CK,0.804,False,7,0.408,-6.497,1,Out Of The Woods - Karaoke Version,3,,2014-10-27,0.0344,92.021,4,4,spotify:track:4IHxBRrxgyWOruVXPjO1CK,0.0487
105,0.000201,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/0VSZEjunmqzIRlJE2ukVzH,Taylor Swift,['JP'],0.628,1,191582,191583,0.716,False,https://api.spotify.com/v1/tracks/0VSZEjunmqzIRlJE2ukVzH,0VSZEjunmqzIRlJE2ukVzH,0.052,False,5,0.209,-6.377,1,All You Had To Do Was Stay - Karaoke Version,3,,2014-10-27,0.0346,97.01,4,5,spotify:track:0VSZEjunmqzIRlJE2ukVzH,0.599
106,0.00154,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/3nmulBImfmCmbvOxpGeAgn,Taylor Swift,['JP'],0.705,1,217567,217567,0.829,False,https://api.spotify.com/v1/tracks/3nmulBImfmCmbvOxpGeAgn,3nmulBImfmCmbvOxpGeAgn,0.853,False,7,0.462,-6.105,1,Shake It Off - Karaoke Version,5,,2014-10-27,0.0977,160.029,4,6,spotify:track:3nmulBImfmCmbvOxpGeAgn,0.831
107,0.000811,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/0jGUBVZ3k3aq2awX9Lsnoe,Taylor Swift,['JP'],0.591,1,204915,204916,0.944,False,https://api.spotify.com/v1/tracks/0jGUBVZ3k3aq2awX9Lsnoe,0jGUBVZ3k3aq2awX9Lsnoe,0.512,False,0,0.135,-6.179,1,I Wish You Would - Karaoke Version,3,,2014-10-27,0.0432,117.991,4,7,spotify:track:0jGUBVZ3k3aq2awX9Lsnoe,0.185
108,0.0399,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/3ISrHJCCvJVTPO3i77DwjC,Taylor Swift,['JP'],0.66,1,209842,209842,0.838,False,https://api.spotify.com/v1/tracks/3ISrHJCCvJVTPO3i77DwjC,3ISrHJCCvJVTPO3i77DwjC,0.00186,False,7,0.238,-6.765,1,Bad Blood - Karaoke Version,4,,2014-10-27,0.103,170.003,4,8,spotify:track:3ISrHJCCvJVTPO3i77DwjC,0.165
109,0.0909,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/0JGG9HSrccMAB7e9GkuZDt,Taylor Swift,['JP'],0.544,1,218705,218706,0.586,False,https://api.spotify.com/v1/tracks/0JGG9HSrccMAB7e9GkuZDt,0JGG9HSrccMAB7e9GkuZDt,0.818,False,8,0.139,-10.553,1,Wildest Dreams - Karaoke Version,3,,2014-10-27,0.0348,140.09,4,9,spotify:track:0JGG9HSrccMAB7e9GkuZDt,0.441
110,0.000133,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/2tM9xOoBqUcUHQ8tcCCHbL,Taylor Swift,['JP'],0.731,1,245420,245420,0.624,False,https://api.spotify.com/v1/tracks/2tM9xOoBqUcUHQ8tcCCHbL,2tM9xOoBqUcUHQ8tcCCHbL,0.829,False,5,0.0811,-7.092,1,How You Get The Girl - Karaoke Version,2,,2014-10-27,0.0457,120.012,4,10,spotify:track:2tM9xOoBqUcUHQ8tcCCHbL,0.467
111,0.669,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/5xkpuc4xOrwnX6dLpWAA65,Taylor Swift,['JP'],0.482,1,247166,247167,0.397,False,https://api.spotify.com/v1/tracks/5xkpuc4xOrwnX6dLpWAA65,5xkpuc4xOrwnX6dLpWAA65,0.833,False,4,0.0899,-10.138,1,This Love - Karaoke Version,2,,2014-10-27,0.0285,143.962,4,11,spotify:track:5xkpuc4xOrwnX6dLpWAA65,0.064
112,0.0112,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/5OxHWe461VZHmVni4B1G1I,Taylor Swift,['JP'],0.64,1,193811,193811,0.713,False,https://api.spotify.com/v1/tracks/5OxHWe461VZHmVni4B1G1I,5OxHWe461VZHmVni4B1G1I,0.0126,False,0,0.64,-6.634,1,I Know Places - Karaoke Version,2,,2014-10-27,0.0606,80.014,4,12,spotify:track:5OxHWe461VZHmVni4B1G1I,0.413
113,0.241,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/1hzXVa4F3GdbbyecXfu2AU,Taylor Swift,['JP'],0.856,1,269207,269207,0.371,False,https://api.spotify.com/v1/tracks/1hzXVa4F3GdbbyecXfu2AU,1hzXVa4F3GdbbyecXfu2AU,0.819,False,4,0.111,-9.921,1,Clean - Karaoke Version,2,,2014-10-27,0.0425,103.999,4,13,spotify:track:1hzXVa4F3GdbbyecXfu2AU,0.384
114,0.00557,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/7gsVNGQUZQizowgn0RMmaP,Taylor Swift,['JP'],0.464,1,242409,242409,0.561,False,https://api.spotify.com/v1/tracks/7gsVNGQUZQizowgn0RMmaP,7gsVNGQUZQizowgn0RMmaP,0.6,False,8,0.108,-6.741,1,Wonderland - Karaoke Version,2,,2014-10-27,0.0314,184.048,4,14,spotify:track:7gsVNGQUZQizowgn0RMmaP,0.09
115,0.806,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/1X0E1SfnJJTzthUctRHHyO,Taylor Swift,['JP'],0.448,1,266003,266003,0.424,False,https://api.spotify.com/v1/tracks/1X0E1SfnJJTzthUctRHHyO,1X0E1SfnJJTzthUctRHHyO,0.781,False,9,0.0946,-12.148,1,You Are In Love - Karaoke Version,2,,2014-10-27,0.038,84.923,4,15,spotify:track:1X0E1SfnJJTzthUctRHHyO,0.209
116,0.000636,spotify:album:7N3xz2HFNVH5BEkm8ZVmoR,https://api.spotify.com/v1/audio-analysis/0TCeQIwoUMEB0M5BDBZGVK,Taylor Swift,['JP'],0.61,1,227743,227744,0.95,False,https://api.spotify.com/v1/tracks/0TCeQIwoUMEB0M5BDBZGVK,0TCeQIwoUMEB0M5BDBZGVK,0.304,False,5,0.273,-4.936,1,New Romantics - Karaoke Version,4,,2014-10-27,0.047,121.995,4,16,spotify:track:0TCeQIwoUMEB0M5BDBZGVK,0.588
117,0.0471,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/1RT7jiGXjmppgZ50U3kRyt,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.823,1,209388,209389,0.635,False,https://api.spotify.com/v1/tracks/1RT7jiGXjmppgZ50U3kRyt,1RT7jiGXjmppgZ50U3kRyt,0.188,False,7,0.348,-6.293,1,Welcome To New York - Karaoke Version,30,,2014-10-27,0.0465,116.989,4,1,spotify:track:1RT7jiGXjmppgZ50U3kRyt,0.36
118,0.0381,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/37I4LraqedqS4mTUHPjTFs,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.605,1,228598,228598,0.69,False,https://api.spotify.com/v1/tracks/37I4LraqedqS4mTUHPjTFs,37I4LraqedqS4mTUHPjTFs,0.00943,False,5,0.113,-4.914,1,Blank Space - Karaoke Version,32,,2014-10-27,0.0522,191.998,4,2,spotify:track:37I4LraqedqS4mTUHPjTFs,0.593
119,0.000585,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/3FGpYfdRqypGY8llxSMj19,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.57,1,230303,230303,0.841,False,https://api.spotify.com/v1/tracks/3FGpYfdRqypGY8llxSMj19,3FGpYfdRqypGY8llxSMj19,0.821,False,2,0.104,-6.12,1,Style - Karaoke Version,30,,2014-10-27,0.0312,94.996,4,3,spotify:track:3FGpYfdRqypGY8llxSMj19,0.468
120,2.71e-05,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/5TLPg6xk3SSIDTcJFk5JJF,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.49,1,233608,233608,0.924,False,https://api.spotify.com/v1/tracks/5TLPg6xk3SSIDTcJFk5JJF,5TLPg6xk3SSIDTcJFk5JJF,0.804,False,7,0.408,-6.497,1,Out Of The Woods - Karaoke Version,29,,2014-10-27,0.0344,92.021,4,4,spotify:track:5TLPg6xk3SSIDTcJFk5JJF,0.0487
121,0.000201,spotify:album:3Gz5YBn8lox5fINfq6cZjD,https://api.spotify.com/v1/audio-analysis/5TQlrF0jqCqzm73oKBwq6D,Taylor Swift,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'UY', 'VN', 'ZA']",0.628,1,191582,191583,0.716,False,https://api.spotify.com/v1/tracks/5TQlrF0jqCqzm73oKBwq6D,5TQlrF0jqCqzm73oKBwq6D,0.052,False,5,0.209,-6.377,1,All You Had To Do Was Stay - Karaoke Version,27,,2014-10-27,0.0346,97.01,4,5,spotify:track:5TQlrF0jqCqzm73oKBwq6D,0.599
